Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked_Q,Embarked_S
0,3,1,-2.2512341348431395,4,1,1.6823904946148562,False,True
0,3,1,-0.7812832204352014,0,0,-0.6963899492323032,False,True
1,2,0,0.058688730655048954,1,0,0.6613146082908109,False,True
1,1,1,0.1320936324102517,0,0,1.3700065476572716,False,True
1,2,0,-0.7812832204352014,0,0,-0.49497224014920393,False,True
0,3,1,0.006190483711908313,0,0,-0.7389711449155009,False,False
1,2,0,-2.461227122615702,1,2,0.7918631234372642,False,True
0,3,1,-1.8312481592980143,5,2,2.2204368748970245,False,True
0,3,1,-0.6762867265489201,0,0,-0.7389711449155009,False,False
0,3,1,-2.566223616501983,3,2,0.8030529961641029,False,True
0,1,1,0.1320936324102517,0,0,0.7896848282131063,False,False
1,3,1,0.1320936324102517,1,1,-0.14093958690232516,False,False
1,2,0,0.058688730655048954,0,0,-0.49497224014920393,False,True
0,3,1,-0.991276208207764,0,0,-0.6696610732454609,False,True
1,3,0,-1.2012691959803266,4,2,-0.6870650552932709,False,True
0,3,1,-0.2563007510037949,2,0,-0.63204818105298,False,True
0,2,1,0.3736782123138928,0,0,-0.49497224014920393,False,True
0,3,0,-1.3062656898666078,5,2,2.2204368748970245,False,True
0,3,1,-0.2563007510037949,1,0,-0.19999227523942933,False,False
1,3,1,0.3736782123138928,0,0,2.9362754129783597,False,True
0,3,1,-0.3612972448900762,0,0,-0.7075798219591422,False,True
0,3,1,0.1320936324102517,0,0,-0.6892433505174288,False,True
0,3,1,0.1320936324102517,0,0,-0.6777401613542385,False,True
1,3,0,0.16368522454133025,0,0,-0.3476389159124924,False,True
0,3,1,-0.6762867265489201,0,0,-0.6068709674175925,False,True
1,3,1,0.058688730655048954,0,0,-0.569571391661463,False,True
1,3,0,0.1320936324102517,0,0,-0.6973224386262066,True,False
0,1,1,-0.046307763231232334,0,0,2.2353567051994765,False,True
1,2,0,-1.2012691959803266,0,0,-0.49497224014920393,False,True
1,3,0,0.4786747062001741,3,0,-0.09586677955861822,False,True
0,3,1,-1.3062656898666078,1,3,1.28608250220598,False,True
0,3,1,0.1320936324102517,0,0,-0.6777401613542385,False,True
0,3,1,-0.4662937387763575,0,0,-0.6777401613542385,False,True
0,3,1,0.058688730655048954,0,0,-0.6777401613542385,False,True
0,3,1,-0.8862797143214827,0,0,-0.692346675220339,False,True
0,1,1,1.8436291267218308,1,0,3.2853397627345218,False,True
0,3,1,-0.2563007510037949,1,2,0.2566142113368056,False,True
0,3,1,0.1320936324102517,0,0,-0.6777401613542385,False,True
1,1,1,-0.5712902326626388,0,1,3.448212090231237,False,False
1,2,0,0.5836712000864553,0,1,0.4375171537540338,False,True
0,2,1,0.5836712000864553,1,0,0.6613146082908109,False,True
0,3,0,-0.046307763231232334,0,0,-0.6892433505174288,False,True
0,3,1,0.1320936324102517,0,0,-0.6892433505174288,False,True
0,3,1,0.4786747062001741,0,0,-0.6326673540105318,False,True
0,3,1,0.8986606817452992,2,0,-0.6870650552932709,False,True
0,3,1,-0.046307763231232334,0,0,-0.6892433505174288,False,True
1,3,0,-0.7812832204352014,0,0,-0.7075798219591422,False,True
1,3,1,0.1320936324102517,0,0,-0.6982549280201098,False,True
0,3,1,1.0036571756315806,0,0,-0.6892433505174288,False,True
1,3,0,0.1320936324102517,1,0,0.5233061779931316,True,False
0,1,1,1.948625620608112,0,0,2.6008925476095452,False,True
0,3,0,-1.4637604306960297,1,0,-0.19999227523942933,False,False
0,3,1,-0.6762867265489201,0,0,-0.6777401613542385,False,True
0,3,0,-0.8862797143214827,1,0,-0.5453266674199788,False,True
0,3,0,-1.2012691959803266,0,0,-0.19968641871822912,False,False
0,3,1,-0.7812832204352014,0,0,-0.6870650552932709,False,True
0,2,1,0.058688730655048954,1,0,0.2883188507295158,False,True
0,3,1,0.1320936324102517,0,0,-0.6777401613542385,False,True
0,2,1,0.42617645925703346,1,0,0.9649928342669147,False,False
1,2,0,0.42617645925703346,0,0,-0.3084743613685564,False,True
1,3,1,-1.726251665411733,1,0,-0.43964204947256147,False,False
0,3,1,0.1320936324102517,0,0,-0.7001199068079162,True,False
1,3,1,-0.4662937387763575,0,0,-0.7454985706728234,False,True
1,3,0,0.1320936324102517,1,1,0.3896468782286172,False,False
0,3,1,1.7386326328355495,0,0,-0.757934249229917,False,True
0,3,1,0.4786747062001741,0,0,-0.6892433505174288,False,False
0,3,1,-0.8862797143214827,0,0,-0.7523393128664976,False,True
0,3,0,1.948625620608112,1,0,-0.19657563410016787,False,True
1,2,0,0.058688730655048954,1,0,0.6613146082908109,False,True
0,2,1,-0.3612972448900762,0,0,-0.3084743613685564,False,True
0,2,1,-0.5712902326626388,0,0,-0.15585941720477692,False,False
1,1,0,-0.991276208207764,0,2,0.6824485479142339,False,True
0,1,1,0.8986606817452992,1,0,2.6829516142730303,False,True
0,3,1,-1.3062656898666078,0,0,-0.590705331284886,False,True
0,3,0,0.1320936324102517,0,2,-0.14093958690232516,False,False
1,3,0,-0.6762867265489201,0,0,-0.7001199068079162,False,True
1,3,0,-0.4662937387763575,1,0,-0.09586677955861822,False,True
0,3,1,-0.991276208207764,0,0,-0.7747190583201753,True,False
0,2,1,-1.0962727020940453,0,0,-0.42037308863694495,False,True
0,2,1,-0.991276208207764,1,1,1.4632554870475953,False,True
1,3,1,-0.1513042571175136,0,0,-0.6967032656686548,False,True
0,3,0,-2.041241147070577,2,2,1.28608250220598,False,True
0,2,1,0.8461624348021586,0,2,0.6613146082908109,False,True
0,2,1,1.4236431511767056,0,0,-0.3084743613685564,False,True
0,2,1,2.3686115961532375,0,0,-0.3439089583368794,False,True
0,3,1,1.2661484103472838,0,2,-0.19657563410016787,False,True
0,3,1,0.1320936324102517,0,0,-0.7327570355945296,False,True
0,1,1,2.3686115961532375,0,1,3.300572909473325,False,False
1,3,0,-1.3062656898666078,0,0,-0.701365712638171,True,False
0,3,1,0.16368522454133025,0,0,-0.6777401613542385,False,True
0,3,1,0.1320936324102517,0,0,-0.63204818105298,False,True
0,3,1,1.6336361389492682,0,1,-0.07721699168055333,False,True
1,2,0,1.2136501634041432,0,0,-0.1033266947098441,False,True
0,3,1,-0.2563007510037949,0,0,-0.6982549280201098,False,True
0,3,1,-1.2012691959803266,0,0,-0.63204818105298,False,True
1,3,1,-2.041241147070577,0,2,0.2528842537611926,False,True
1,1,0,0.1320936324102517,0,1,2.8246900021463226,False,True
0,3,0,1.7386326328355495,1,4,0.8030529961641029,False,True
0,1,1,0.1320936324102517,0,0,0.6557196719273916,False,True
0,3,1,-0.046307763231232334,0,0,2.9362754129783597,False,True
0,3,1,-2.566223616501983,4,1,0.8944369567666203,True,False
0,3,1,-0.7812832204352014,0,0,-0.6870650552932709,False,True
0,3,1,-1.0962727020940453,1,1,-0.692346675220339,False,True
0,3,1,0.1320936324102517,3,1,0.6215308807893231,False,True
0,1,0,2.263615102266956,0,0,0.8636648067678133,False,False
0,2,1,0.16368522454133025,0,0,-0.3084743613685564,False,True
0,3,1,0.7936641878590179,0,0,-1.2782633310279237,False,True
0,2,1,0.1320936324102517,0,0,-0.15554610076842537,False,False
0,3,1,-2.041241147070577,4,2,1.0632175370631063,False,True
1,3,0,-2.566223616501983,0,2,0.3647829810295812,False,True
0,1,1,0.1320936324102517,0,0,2.4516942445850276,False,True
1,3,0,0.1320936324102517,1,0,-0.12197648258790886,True,False
1,1,1,1.7386326328355495,0,0,0.7023441416225534,False,True
0,3,1,1.2136501634041432,1,1,-0.12197648258790886,True,False
0,3,1,0.7936641878590179,0,0,-0.6892433505174288,False,True
1,2,0,0.3736782123138928,0,0,-0.3084743613685564,False,True
0,2,1,-0.991276208207764,0,0,-0.3084743613685564,False,True
1,3,0,-0.991276208207764,1,0,-0.692346675220339,False,True
1,1,0,1.6336361389492682,0,0,0.7896848282131063,False,False
0,3,1,0.1320936324102517,0,0,-0.7001199068079162,True,False
0,3,1,1.4236431511767056,0,1,-0.6513171418885965,False,True
1,3,0,0.1320936324102517,0,0,-0.7001199068079162,True,False
0,2,0,-0.4662937387763575,0,0,-0.3084743613685564,False,True
0,3,1,-0.046307763231232334,0,0,-0.569571391661463,False,True
0,3,1,0.5836712000864553,0,0,-0.7936821626345916,False,True
0,3,1,1.7911308797786902,0,0,-0.7392844613518523,False,False
1,3,1,-1.0962727020940453,0,0,-0.6777401613542385,False,True
0,3,1,0.3736782123138928,1,0,-0.09586677955861822,False,True
1,3,1,-0.2563007510037949,0,0,0.12326822800864279,False,False
1,3,0,-1.3062656898666078,0,0,-0.7001199068079162,True,False
1,1,1,1.2136501634041432,0,0,1.034310365852106,False,False
0,3,1,-0.4662937387763575,0,0,-0.7523393128664976,False,True
1,2,0,0.6886676939727366,0,0,0.2883188507295158,False,True
0,3,1,-0.6762867265489201,0,0,-0.7374194825640458,False,True
0,2,1,0.16368522454133025,0,0,-0.3084743613685564,False,True
0,3,1,0.1320936324102517,1,0,-0.7001199068079162,True,False
1,3,0,-0.1513042571175136,0,0,-0.6870650552932709,False,True
0,2,1,1.4236431511767056,1,0,0.73591375980307,False,True
0,2,1,0.16368522454133025,0,0,-0.49497224014920393,False,True
1,3,1,-1.3062656898666078,0,0,-0.6777401613542385,False,True
0,2,1,-0.1513042571175136,0,0,-0.3084743613685564,False,True
0,3,1,2.3686115961532375,0,0,-0.6777401613542385,False,True
0,3,1,0.1320936324102517,0,0,-0.6892433505174288,False,True
0,3,1,-0.6762867265489201,0,0,-0.5807612643883019,False,True
1,2,1,-0.991276208207764,0,0,-0.49497224014920393,False,True
0,3,1,-0.833781467378342,0,0,-0.7374194825640458,False,True
0,2,1,-1.0962727020940453,0,0,-0.3084743613685564,False,True
0,3,0,0.1320936324102517,3,1,0.6215308807893231,False,True
0,3,1,0.058688730655048954,0,0,-0.6982549280201098,False,True
1,3,0,-2.461227122615702,4,2,1.0632175370631063,False,True
0,2,1,-0.4662937387763575,0,0,-0.49497224014920393,False,True
0,3,0,0.1320936324102517,0,0,-0.7150397371103681,False,True
0,2,1,1.6336361389492682,1,0,0.6613146082908109,False,True
1,2,0,-2.146237640956858,0,2,0.6799643961688756,False,True
0,2,1,-0.991276208207764,0,0,-0.49497224014920393,False,True
0,2,1,0.4786747062001741,0,0,-0.36255874621494416,False,True
0,3,0,0.1320936324102517,1,0,-0.19999227523942933,False,False
1,3,0,0.1320936324102517,1,0,-0.12197648258790886,True,False
0,2,1,0.058688730655048954,0,0,-0.49497224014920393,False,True
0,3,1,-0.6762867265489201,0,0,-0.7467443765030781,False,True
0,3,1,0.16368522454133025,0,0,-0.7392844613518523,False,False
0,3,0,-0.3612972448900762,0,0,-0.6982549280201098,False,True
1,2,0,-0.4662937387763575,0,2,-0.19657563410016787,False,True
1,1,1,0.8986606817452992,1,1,2.6422353973776396,False,True
0,3,1,0.1320936324102517,0,0,-0.7374194825640458,False,True
0,3,0,0.058688730655048954,1,1,-0.49776970833091366,False,True
0,3,1,0.16368522454133025,1,0,-0.07721699168055333,False,True
0,3,0,1.3186466572904245,0,2,0.22957201891361168,False,True
1,3,0,0.058688730655048954,0,2,-0.14093958690232516,False,False
1,2,0,2.263615102266956,0,1,0.6613146082908109,False,True
0,3,1,0.1320936324102517,0,0,-0.7001199068079162,True,False
0,1,1,1.2136501634041432,0,0,-1.2782633310279237,False,True
0,3,0,0.1320936324102517,0,0,-0.7001199068079162,True,False
0,2,1,0.7936641878590179,0,0,-0.49497224014920393,False,True
0,3,1,-1.3062656898666078,4,1,1.6823904946148562,False,True
1,3,1,-0.3612972448900762,1,0,-0.6982549280201098,False,True
0,1,1,0.1320936324102517,0,0,1.034310365852106,False,True
1,3,1,-0.3612972448900762,0,0,-1.2782633310279237,False,True
1,2,0,1.3186466572904245,0,1,0.17642012346112723,False,True
0,1,1,0.8986606817452992,0,1,0.9373314688861693,False,False
1,3,0,0.1320936324102517,0,0,-0.7001199068079162,True,False
0,3,0,1.7386326328355495,0,0,-0.7001199068079162,False,True
0,2,1,0.1320936324102517,0,0,-1.2782633310279237,False,True
0,3,1,-2.2512341348431395,4,1,0.8944369567666203,True,False
1,3,0,0.6886676939727366,1,1,0.23236948709532151,False,True
0,3,1,-0.046307763231232334,0,0,-0.692346675220339,False,True
0,3,1,-1.3062656898666078,0,0,-0.569571391661463,False,True
1,3,1,-0.991276208207764,0,0,-0.6777401613542385,False,True
0,1,1,0.1320936324102517,0,0,0.6613146082908109,False,True
0,3,1,0.4786747062001741,0,0,-0.63204818105298,False,False
1,3,1,0.16368522454133025,0,0,-0.569571391661463,False,True
0,3,1,-0.6762867265489201,0,0,-0.6892433505174288,False,True
1,2,1,1.4236431511767056,0,0,-0.3084743613685564,False,True
1,3,0,-0.6762867265489201,0,0,-0.7001199068079162,True,False
0,2,1,0.7936641878590179,0,0,-0.3177992553075888,False,False
0,3,0,-0.4662937387763575,0,0,-0.6180608401444314,False,True
0,3,1,-0.4662937387763575,0,0,-0.6892433505174288,False,True
0,1,1,0.1320936324102517,0,0,0.7896848282131063,False,False
0,3,1,-0.5187919857194981,0,0,-0.7389711449155009,False,False
1,1,1,0.1320936324102517,0,0,0.9970107900959765,False,True
1,3,0,0.1320936324102517,0,0,-0.7001199068079162,True,False
1,3,1,0.1320936324102517,2,0,0.4561669416320986,True,False
0,3,1,-0.991276208207764,0,0,-1.2782633310279237,False,True
1,2,0,0.1320936324102517,0,0,-0.3569638098515248,True,False
0,3,1,0.1320936324102517,0,0,-0.6777401613542385,False,True
0,2,1,0.16368522454133025,1,0,0.5121163052662928,False,False
1,1,0,0.16368522454133025,0,0,2.9686066852437727,False,False
0,2,0,-0.2563007510037949,1,1,0.6613146082908109,False,True
0,3,1,-0.046307763231232334,0,0,-0.6892433505174288,False,True
0,2,1,1.5286396450629869,1,1,0.6799643961688756,False,True
1,3,0,-0.2563007510037949,0,0,-0.692346675220339,False,True
1,2,0,-0.4662937387763575,1,0,0.6613146082908109,False,True
0,3,1,-0.6762867265489201,0,0,-0.7374194825640458,False,True
0,3,1,-0.1513042571175136,0,0,-0.6892433505174288,False,True
1,2,0,0.16368522454133025,0,0,-0.3569638098515248,True,False
1,2,0,-0.6762867265489201,1,1,0.8851120628275879,False,True
1,2,0,0.7936641878590179,0,0,-0.3084743613685564,False,True
1,3,0,0.2686817184276115,1,1,0.2528842537611926,False,True
1,1,0,-1.3062656898666078,0,1,3.0469357943316444,False,False
1,3,0,0.1320936324102517,2,0,0.4561669416320986,True,False
0,1,1,1.7911308797786902,0,0,0.8478124870714584,False,True
0,3,1,-1.3062656898666078,2,0,0.06452139619273871,False,True
0,3,1,0.1320936324102517,0,0,-0.6892433505174288,False,True
1,3,1,1.7386326328355495,0,0,-0.6777401613542385,False,True
0,1,1,1.7386326328355495,0,0,1.3700065476572716,False,True
0,2,1,-0.046307763231232334,0,0,-0.3084743613685564,False,True
0,2,1,-0.3612972448900762,0,0,-0.3084743613685564,False,True
0,2,1,0.7936641878590179,0,0,-0.3084743613685564,False,True
1,2,0,-0.4662937387763575,0,0,-0.3084743613685564,False,True
1,2,0,1.2136501634041432,0,0,-0.3084743613685564,False,True
1,3,0,0.1320936324102517,1,0,-0.07721699168055333,False,True
0,3,1,1.4236431511767056,0,0,-0.63204818105298,False,True
0,3,1,-0.5712902326626388,0,0,-0.5900861583273342,False,True
0,1,1,0.1320936324102517,0,0,1.3327069719011422,False,True
0,3,1,-1.4112621837528891,1,1,-0.7389711449155009,False,False
0,3,1,-0.3612972448900762,1,0,0.04960156589028695,False,True
0,3,1,0.1320936324102517,0,0,-0.7392844613518523,False,False
0,3,1,-0.046307763231232334,0,0,-0.569571391661463,False,True
1,1,0,-0.6762867265489201,0,1,2.8246900021463226,False,True
0,2,0,1.0036571756315806,0,0,-0.3084743613685564,False,True
1,3,0,0.1320936324102517,0,0,-0.6904816964325323,True,False
1,3,0,0.1320936324102517,0,0,-0.6904816964325323,True,False
0,3,1,1.2136501634041432,1,4,0.8030529961641029,False,True
0,2,1,0.058688730655048954,1,0,0.7896848282131063,False,False
0,3,0,1.7386326328355495,0,1,-0.19999227523942933,False,False
0,3,1,0.6886676939727366,0,0,-0.7523393128664976,False,True
0,3,1,0.1320936324102517,1,0,-0.12197648258790886,True,False
0,3,1,0.16368522454133025,0,0,-0.7374194825640458,False,True
1,3,0,0.1320936324102517,0,0,-0.7389711449155009,False,False
1,3,0,0.1320936324102517,0,0,-0.7001199068079162,True,False
1,1,1,-0.3612972448900762,1,0,2.857640447369287,False,False
0,3,1,-1.0962727020940453,1,0,-0.7936821626345916,False,True
0,3,1,-0.991276208207764,0,0,-0.6777401613542385,False,True
1,3,0,-0.6762867265489201,0,0,-0.7374194825640458,False,True
0,3,1,-0.8862797143214827,0,0,-0.9789342355849844,False,False
0,3,1,-0.991276208207764,0,0,-0.6982549280201098,False,True
0,3,1,0.3736782123138928,0,0,-0.6870650552932709,False,True
1,1,0,0.6886676939727366,1,0,2.6008925476095452,False,True
0,3,1,0.1320936324102517,0,0,-0.6892433505174288,False,True
1,2,0,0.7936641878590179,0,0,-0.3084743613685564,False,True
0,3,1,0.1320936324102517,0,0,-0.7016715691593713,True,False
1,2,0,-1.2012691959803266,0,0,-0.3830735128808154,False,False
1,3,1,-0.7812832204352014,0,0,-0.6967032656686548,False,True
0,3,1,-0.046307763231232334,2,0,-0.6870650552932709,False,True
1,3,0,-0.4662937387763575,0,2,-0.032457500773198075,False,True
0,3,1,-0.6762867265489201,0,0,-0.6967032656686548,False,True
0,3,0,0.2686817184276115,0,0,-0.692346675220339,False,True
0,2,1,1.8436291267218308,0,0,0.6613146082908109,False,True
0,2,1,-0.5712902326626388,0,0,-0.49497224014920393,False,True
1,2,0,-0.046307763231232334,0,0,-0.33458406439784705,False,True
1,3,1,1.108653669517862,0,0,-0.6870650552932709,False,True
0,3,1,-0.2563007510037949,0,0,-0.6777401613542385,False,True
0,3,0,-0.7812832204352014,1,0,-0.5453266674199788,False,True
0,3,1,-0.046307763231232334,1,0,-0.09586677955861822,False,True
0,3,0,-0.8862797143214827,0,0,-0.63204818105298,False,True
0,2,1,0.5836712000864553,1,0,0.2883188507295158,False,True
0,3,1,2.3686115961532375,0,0,-0.7001199068079162,False,True
0,3,1,-0.7812832204352014,0,0,-0.6982549280201098,False,True
0,3,0,0.1320936324102517,3,1,0.6215308807893231,False,True
0,3,1,0.1320936324102517,0,0,-0.6892433505174288,False,True
0,3,1,0.1320936324102517,0,0,-0.7666399702113976,True,False
0,2,1,0.1320936324102517,0,0,-1.2782633310279237,False,True
1,3,1,1.6336361389492682,0,0,-0.6870650552932709,False,True
0,3,0,0.1320936324102517,0,0,-0.6777401613542385,False,True
1,2,0,0.5836712000864553,1,1,1.1462090931204945,False,True
1,2,0,-1.0962727020940453,0,2,-0.3084743613685564,False,True
0,2,1,0.16368522454133025,0,0,-0.3084743613685564,False,True
0,3,0,-1.9362446531842956,0,2,0.5233061779931316,False,True
0,3,1,0.1320936324102517,0,0,-0.6892433505174288,False,False
0,3,1,-0.7812832204352014,0,0,-0.701365712638171,True,False
0,3,1,0.058688730655048954,0,0,-0.6907950128688839,False,True
0,3,0,-0.046307763231232334,1,1,-0.20403554925139375,False,True
0,3,1,-1.0962727020940453,1,1,0.22957201891361168,False,True
0,3,1,0.1320936324102517,0,0,-0.7374194825640458,False,True
1,2,0,-0.046307763231232334,1,0,0.6613146082908109,False,True
1,2,0,-0.991276208207764,0,0,0.6613146082908109,False,True
0,3,1,0.1320936324102517,0,0,-0.7001199068079162,True,False
1,3,1,0.3736782123138928,0,0,-0.6777401613542385,False,True
1,1,1,-0.046307763231232334,0,0,0.7023441416225534,False,True
1,3,0,0.1320936324102517,1,0,-0.07721699168055333,False,True
1,2,0,1.4236431511767056,1,0,0.6613146082908109,False,True
0,3,1,-1.2012691959803266,0,0,-0.7467443765030781,False,True
0,1,1,2.263615102266956,1,0,2.8918292385073556,False,True
0,3,0,-0.7812832204352014,2,2,1.28608250220598,False,True
1,2,0,-0.4662937387763575,2,3,0.12047075982693296,False,True
0,2,1,0.2686817184276115,0,0,-0.49497224014920393,False,True
1,2,0,1.7386326328355495,1,1,0.6799643961688756,False,True
0,3,1,-0.8862797143214827,0,0,-0.569571391661463,False,True
0,3,1,-0.3612972448900762,1,0,-0.6982549280201098,False,True
1,2,0,-0.046307763231232334,0,0,-0.3084743613685564,False,True
1,3,1,0.1320936324102517,0,0,-0.6730777143847223,False,True
1,2,0,-1.6212551715254517,0,1,0.17642012346112723,False,True
1,1,1,0.5836712000864553,0,0,0.7023441416225534,False,True
1,3,0,-2.461227122615702,2,1,0.15838950854061412,False,False
1,1,1,2.4736080900395185,0,0,0.9970107900959765,False,True
0,2,1,0.7936641878590179,1,2,0.7918631234372642,False,True
0,3,1,0.1320936324102517,1,0,0.2112355474718985,False,True
0,1,1,0.16368522454133025,0,0,0.7918631234372642,False,False
0,3,1,0.1320936324102517,0,0,-0.6777401613542385,False,True
1,3,1,0.058688730655048954,0,0,-0.6892433505174288,False,False
1,1,0,0.1320936324102517,1,0,2.5906351642766094,False,True
1,2,0,2.263615102266956,0,0,-0.49497224014920393,False,True
0,3,1,0.1320936324102517,0,0,-0.7001199068079162,True,False
1,1,1,2.0536221144943934,0,0,0.7023441416225534,False,True
0,3,1,0.5836712000864553,0,0,-0.6777401613542385,False,True
0,1,1,1.948625620608112,0,0,1.5938040021940487,False,True
0,2,1,2.0536221144943934,0,0,-0.3084743613685564,False,True
0,3,1,0.1320936324102517,0,0,-0.6777401613542385,False,True
0,3,1,1.0036571756315806,0,0,-0.7523393128664976,False,True
0,2,1,0.1320936324102517,0,0,-1.2782633310279237,False,True
0,3,1,0.1320936324102517,0,0,-0.7019848855957228,True,False
0,3,1,0.1320936324102517,0,0,-0.7374194825640458,False,True
0,3,1,1.0036571756315806,0,0,-0.63204818105298,False,True
1,2,0,0.4786747062001741,1,2,0.7918631234372642,False,True
1,2,0,-0.5712902326626388,0,0,-0.2494142131163009,False,False
0,3,0,-0.6762867265489201,0,0,-0.5443941780260756,False,True
0,1,1,0.1320936324102517,0,0,2.6008925476095452,False,True
0,2,1,0.5836712000864553,1,0,0.2883188507295158,False,True
0,3,1,0.058688730655048954,1,0,-0.752652629302849,False,True
0,3,1,-0.6762867265489201,0,0,-0.717218032334526,False,True
0,3,1,-2.041241147070577,5,2,2.2204368748970245,False,True
0,2,1,0.1320936324102517,0,0,-1.2782633310279237,False,True
0,3,1,2.263615102266956,0,0,-0.6777401613542385,False,True
0,3,0,0.1320936324102517,3,1,0.6215308807893231,False,True
0,3,1,0.16368522454133025,0,0,-0.6777401613542385,False,True
1,3,1,-2.041241147070577,1,1,-0.09213682198300521,False,True
0,3,1,0.1320936324102517,1,0,0.2112355474718985,False,True
0,3,1,-0.7812832204352014,0,0,-0.7374194825640458,False,True
0,3,1,-0.7812832204352014,0,0,-0.6777401613542385,False,True
0,3,1,0.1320936324102517,0,0,-0.19968641871822912,False,False
0,3,1,0.1320936324102517,0,0,-0.15181614319281247,False,True
0,3,1,-0.4662937387763575,0,0,-0.6967032656686548,False,True
0,3,1,-1.2012691959803266,0,0,-0.63204818105298,False,True
0,3,0,-0.7812832204352014,0,0,-0.7001199068079162,True,False
0,3,0,0.1320936324102517,0,0,-0.7091314843105971,True,False
0,3,0,0.8986606817452992,0,0,-0.5630439659041403,False,True
1,2,0,0.4786747062001741,0,2,0.6613146082908109,False,True
1,1,1,0.1320936324102517,0,0,0.7023441416225534,False,True
0,3,1,-0.046307763231232334,0,0,0.4020825567857107,False,True
1,3,1,-0.2563007510037949,0,0,2.9362754129783597,False,True
1,3,1,0.058688730655048954,0,0,-0.7001199068079162,True,False
0,3,1,0.1320936324102517,0,0,-0.6777401613542385,False,True
1,1,1,0.7936641878590179,0,0,0.6827618643505855,False,True
0,3,1,-0.4662937387763575,0,0,-0.7190830111223325,False,True
0,1,1,1.948625620608112,0,0,1.2596594827403382,False,True
1,2,0,0.5836712000864553,0,0,-0.49497224014920393,False,True
0,3,1,0.1320936324102517,0,0,0.5233061779931316,True,False
1,2,0,0.7936641878590179,1,0,0.6613146082908109,False,True
0,3,1,0.3736782123138928,0,0,-0.6892433505174288,False,True
0,3,1,-0.6762867265489201,0,0,-0.6892433505174288,False,True
0,3,1,0.1320936324102517,0,0,-0.7392844613518523,False,False
1,1,0,1.6336361389492682,0,1,3.0469357943316444,False,False
0,3,1,0.1320936324102517,0,0,-0.7389711449155009,False,False
0,3,1,1.2661484103472838,0,0,-0.7001199068079162,True,False
1,2,0,2.263615102266956,0,0,-0.49497224014920393,False,True
0,3,1,1.108653669517862,0,0,-0.6870650552932709,False,True
0,2,1,-0.5712902326626388,2,1,-0.42037308863694495,False,True
0,3,1,0.1320936324102517,0,0,-0.7389711449155009,False,False
0,3,1,-1.2012691959803266,1,1,-0.7389711449155009,False,False
1,3,0,0.1320936324102517,0,2,0.3896468782286172,False,False
0,3,0,0.16368522454133025,0,0,-0.63204818105298,False,True
1,2,0,-2.2512341348431395,0,2,0.6799643961688756,False,True
0,1,1,1.7386326328355495,0,0,0.7023441416225534,False,True
